,Основная отрасль,"Среднесписочная численность персонала, работающего в Москве, чел. 2021","Средняя з.п. сотрудников, работающих в Москве,  тыс.руб. 2021","Налоги, уплаченные в бюджет Москвы, тыс.руб. 2022","Налог на прибыль, тыс.руб. 2022","Налог на имущество, тыс.руб. 2022","Налог на землю, тыс.руб. 2022","НДФЛ, тыс.руб. 2022","Транспортный налог, тыс.руб. 2022",Прочие налоги 2022,Cумма затрат на оборудование тыс.руб.,Кол-во единиц,"Кадастровая стоимость имущества, тыс.руб. 2022",Кадастровая стоимость земли тыс.руб. 2022,Адм.округ Москвы,"Средн.кадастр.стоимость 
1 кв.м., руб.",Возможная площадь кв.м.,Возможная площадь недвижимости кв.м.,Прибыль тыс.руб. 2022,Аренда Земли,Аренда Здания,Площадь аренды,Цена за аренду тыс.руб.
39,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,4417.608,15,347547.4485,0.0,3,5333.94,0.0,2896.2287375,2303975.9525,1,0,1000,80.00909999999999
40,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,4417.608,15,347547.4485,0.0,4,20532.99,0.0,2896.2287375,2303975.9525,1,0,500,153.99742500000002
41,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,4417.608,15,347547.4485,0.0,5,19485.33,0.0,2896.2287375,2303975.9525,1,0,200,58.45599000000001
42,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,4417.608,15,347547.4485,0.0,6,19961.59,0.0,2896.2287375,2303975.9525,1,0,200,59.88477
43,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,4417.608,15,347547.4485,0.0,7,2890.51,0.0,2896.2287375,2303975.9525,1,0,1000,43.35765
44,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,4417.608,15,347547.4485,0.0,8,63274.79,0.0,2896.2287375,2303975.9525,1,0,1000,949.12185
45,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,4417.608,15,347547.4485,0.0,9,13510.37,0.0,2896.2287375,2303975.9525,1,0,200,40.53111
46,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,4417.608,15,347547.4485,0.0,10,14086.97,0.0,2896.2287375,2303975.9525,1,0,1000,211.30454999999998
47,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,4417.608,15,347547.4485,0.0,11,16423.1,0.0,2896.2287375,2303975.9525,1,0,1000,246.34649999999996
48,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,0,15492.36,0.0,2896.2287375,2303975.9525,1,0,500,116.19270000000002
49,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,1,11703.22,0.0,2896.2287375,2303975.9525,1,0,1000,175.54829999999998
50,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,2,4111.5,0.0,2896.2287375,2303975.9525,1,0,200,12.3345
51,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,3,5333.94,0.0,2896.2287375,2303975.9525,1,0,200,16.00182
52,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,4,20532.99,0.0,2896.2287375,2303975.9525,1,0,1000,307.99485000000004
53,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,5,19485.33,0.0,2896.2287375,2303975.9525,1,0,200,58.45599000000001
54,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,6,19961.59,0.0,2896.2287375,2303975.9525,1,0,200,59.88477
55,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,7,2890.51,0.0,2896.2287375,2303975.9525,1,0,500,21.678825
56,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,8,63274.79,0.0,2896.2287375,2303975.9525,1,0,500,474.560925
57,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,9,13510.37,0.0,2896.2287375,2303975.9525,1,0,200,40.53111
58,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,10,14086.97,0.0,2896.2287375,2303975.9525,1,0,1000,211.30454999999998
59,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,18556.644600000003,50,347547.4485,0.0,11,16423.1,0.0,2896.2287375,2303975.9525,1,0,500,123.17324999999998
60,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,0,15492.36,0.0,2896.2287375,2303975.9525,1,0,500,116.19270000000002
61,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,1,11703.22,0.0,2896.2287375,2303975.9525,1,0,200,35.10966
62,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,2,4111.5,0.0,2896.2287375,2303975.9525,1,0,1000,61.6725
63,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,3,5333.94,0.0,2896.2287375,2303975.9525,1,0,1000,80.00909999999999
64,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,4,20532.99,0.0,2896.2287375,2303975.9525,1,0,200,61.59897
65,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,5,19485.33,0.0,2896.2287375,2303975.9525,1,0,500,146.139975
66,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,6,19961.59,0.0,2896.2287375,2303975.9525,1,0,1000,299.42384999999996
67,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,7,2890.51,0.0,2896.2287375,2303975.9525,1,0,200,8.67153
68,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,8,63274.79,0.0,2896.2287375,2303975.9525,1,0,500,474.560925
69,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,9,13510.37,0.0,2896.2287375,2303975.9525,1,0,200,40.53111
70,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,10,14086.97,0.0,2896.2287375,2303975.9525,1,0,1000,211.30454999999998
71,0,3773.0,67.66202722,837049.2302,460795.1905,6950.94897,0.0,358110.0736,479.28039,10713.73676,67006.5396,100,347547.4485,0.0,11,16423.1,0.0,2896.2287375,2303975.9525,1,0,500,123.17324999999998
72,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,0,15492.36,0.0,10018.105833333333,580993.7649999999,1,0,1000,232.38540000000003
73,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,1,11703.22,0.0,10018.105833333333,580993.7649999999,1,0,1000,175.54829999999998
74,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,2,4111.5,0.0,10018.105833333333,580993.7649999999,1,0,500,30.83625
75,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,3,5333.94,0.0,10018.105833333333,580993.7649999999,1,0,1000,80.00909999999999
76,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,4,20532.99,0.0,10018.105833333333,580993.7649999999,1,0,500,153.99742500000002
77,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,5,19485.33,0.0,10018.105833333333,580993.7649999999,1,0,1000,292.27995
78,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,6,19961.59,0.0,10018.105833333333,580993.7649999999,1,0,500,149.71192499999998
79,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,7,2890.51,0.0,10018.105833333333,580993.7649999999,1,0,500,21.678825
80,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,8,63274.79,0.0,10018.105833333333,580993.7649999999,1,0,500,474.560925
81,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,9,13510.37,0.0,10018.105833333333,580993.7649999999,1,0,200,40.53111
82,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,10,14086.97,0.0,10018.105833333333,580993.7649999999,1,0,500,105.65227499999999
83,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,4417.608,15,1202172.7,0.0,11,16423.1,0.0,10018.105833333333,580993.7649999999,1,0,200,49.269299999999994
84,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,0,15492.36,0.0,10018.105833333333,580993.7649999999,1,0,200,46.47708
85,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,1,11703.22,0.0,10018.105833333333,580993.7649999999,1,0,500,87.77414999999999
86,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,2,4111.5,0.0,10018.105833333333,580993.7649999999,1,0,200,12.3345
87,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,3,5333.94,0.0,10018.105833333333,580993.7649999999,1,0,500,40.004549999999995
88,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,4,20532.99,0.0,10018.105833333333,580993.7649999999,1,0,500,153.99742500000002
89,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,5,19485.33,0.0,10018.105833333333,580993.7649999999,1,0,1000,292.27995
90,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,6,19961.59,0.0,10018.105833333333,580993.7649999999,1,0,200,59.88477
91,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,7,2890.51,0.0,10018.105833333333,580993.7649999999,1,0,500,21.678825
92,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,8,63274.79,0.0,10018.105833333333,580993.7649999999,1,0,200,189.82437
93,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,9,13510.37,0.0,10018.105833333333,580993.7649999999,1,0,1000,202.65555
94,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,10,14086.97,0.0,10018.105833333333,580993.7649999999,1,0,500,105.65227499999999
95,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,18556.644600000003,50,1202172.7,0.0,11,16423.1,0.0,10018.105833333333,580993.7649999999,1,0,1000,246.34649999999996
96,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,0,15492.36,0.0,10018.105833333333,580993.7649999999,1,0,200,46.47708
97,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,1,11703.22,0.0,10018.105833333333,580993.7649999999,1,0,200,35.10966
98,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,2,4111.5,0.0,10018.105833333333,580993.7649999999,1,0,1000,61.6725
99,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,3,5333.94,0.0,10018.105833333333,580993.7649999999,1,0,1000,80.00909999999999
100,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,4,20532.99,0.0,10018.105833333333,580993.7649999999,1,0,500,153.99742500000002
101,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,5,19485.33,0.0,10018.105833333333,580993.7649999999,1,0,500,146.139975
102,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,6,19961.59,0.0,10018.105833333333,580993.7649999999,1,0,500,149.71192499999998
103,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,7,2890.51,0.0,10018.105833333333,580993.7649999999,1,0,1000,43.35765
104,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,8,63274.79,0.0,10018.105833333333,580993.7649999999,1,0,500,474.560925
105,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,9,13510.37,0.0,10018.105833333333,580993.7649999999,1,0,1000,202.65555
106,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,10,14086.97,0.0,10018.105833333333,580993.7649999999,1,0,1000,211.30454999999998
107,0,2452.0,82.151,399359.0483,116198.753,24043.454,0.0,238028.235,1226.988,19861.61833,67006.5396,100,1202172.7,0.0,11,16423.1,0.0,10018.105833333333,580993.7649999999,1,0,500,123.17324999999998
108,0,3206.0,54.98588791,271077.7948,5405.119,18592.219,3582.81824,241899.0699,210.56179,1388.00686,4417.608,15,929610.9500000001,238854.54933333336,0,15492.36,15417.570294863619,7746.757916666667,27025.594999999998,0,0,0,0.0
109,0,3206.0,54.98588791,271077.7948,5405.119,18592.219,3582.81824,241899.0699,210.56179,1388.00686,4417.608,15,929610.9500000001,238854.54933333336,1,11703.22,20409.301827474264,7746.757916666667,27025.594999999998,0,0,0,0.0
110,0,3206.0,54.98588791,271077.7948,5405.119,18592.219,3582.81824,241899.0699,210.56179,1388.00686,4417.608,15,929610.9500000001,238854.54933333336,2,4111.5,58094.259840285384,7746.757916666667,27025.594999999998,0,0,0,0.0
111,0,3206.0,54.98588791,271077.7948,5405.119,18592.219,3582.81824,241899.0699,210.56179,1388.00686,4417.608,15,929610.9500000001,238854.54933333336,3,5333.94,44780.13425972796,7746.757916666667,27025.594999999998,0,0,0,0.0
112,0,3206.0,54.98588791,271077.7948,5405.119,18592.219,3582.81824,241899.0699,210.56179,1388.00686,4417.608,15,929610.9500000001,238854.54933333336,4,20532.99,11632.721261410701,7746.757916666667,27025.594999999998,0,0,0,0.0
113,0,3206.0,54.98588791,271077.7948,5405.119,18592.219,3582.81824,241899.0699,210.56179,1388.00686,4417.608,15,929610.9500000001,238854.54933333336,5,19485.33,12258.173165829541,7746.757916666667,27025.594999999998,0,0,0,0.0
114,0,3206.0,54.98588791,271077.7948,5405.119,18592.219,3582.81824,241899.0699,210.56179,1388.00686,4417.608,15,929610.9500000001,238854.54933333336,6,19961.59,11965.707608128077,7746.757916666667,27025.594999999998,0,0,0,0.0
115,0,3206.0,54.98588791,271077.7948,5405.119,18592.219,3582.81824,241899.0699,210.56179,1388.00686,4417.608,15,929610.9500000001,238854.54933333336,7,2890.51,82634.05050781119,7746.757916666667,27025.594999999998,0,0,0,0.0
116,0,3206.0,54.98588791,271077.7948,5405.119,18592.219,3582.81824,241899.0699,210.56179,1388.00686,4417.608,15,929610.9500000001,238854.54933333336,8,63274.79,3774.8769981430733,7746.757916666667,27025.594999999998,0,0,0,0.0
117,0,3206.0,54.98588791,271077.7948,5405.119,18592.219,3582.81824,241899.0699,210.56179,1388.00686,4417.608,15,929610.9500000001,238854.54933333336,9,13510.37,17679.34922088243,7746.757916666667,27025.594999999998,0,0,0,0.0
